company_name,siret,vat_number,address_line_1,address_line_2,postal_code,city,country,naf_code
YLANG VOYAGES,02407345400027,FR91024073454,20 PL DU MARIAGE,,97600,MAMOUDZOU,France,79.11Z
MAGAZIN BOILOLO,02407363700019,FR58024073637,19 RUE MKIRI WAGUIZI -MTSAPERE,MTSAPERE,97600,MAMOUDZOU,France,47.11B
BARAKA DJEMA,02407389200010,FR47024073892,10 RUE MASSIMONI,MAJICAVO KOROPA,97600,KOUNGOU,France,43.99C
PHILIBERT,02407410600014,FR10024074106,QUARTIER MANGA BE,CHICONI,97670,CHICONI,France,41.20B
ESPACE ARTISANAL,02407411400026,FR34024074114,85 ROUTE NATIONALE 2,MTSAPERE,97600,MAMOUDZOU,France,47.78C
CENTRE INTERNATIONALE D'OPPORTUNITES D'AFFAIRES,02407501200039,FR12024075012,QUARTIER DOMOELI,IMM SOTRABA,97640,SADA,France,70.22Z
ELECTRO PLUS,02407505300017,FR38024075053,212 AVENUE FRANCOIS MITTERRAND,DZOUMOGNE,97650,BANDRABOUA,France,43.21A
3A MAYOTTE,02407516000028,FR68024075160,BATIMENT ARCHIPEL,ZI KAWENI,97600,MAMOUDZOU,France,69.20Z
FRANCK PC INFORMATIQUE,02407520200028,FR00024075202,QUARTIER MSAKOUANI PRES DE HERVE,PASSAMAINTI,97600,MAMOUDZOU,France,47.41Z
FRANCK PC EVENEMENTIEL,02407520200051,FR00024075202,RES BELLEVUE,MTSAPERE,97600,MAMOUDZOU,France,93.29Z
MORA MORA,02407520200069,FR00024075202,16 RUE MAEVANTANA,MTSAPERE,97600,MAMOUDZOU,France,55.20Z
ENTREPRISE MOHAMED,02407532700015,FR84024075327,18 RUE MANGARETTA,KOUNGOU,97600,KOUNGOU,France,33.20A
PIRBAY,02407551700037,FR72024075517,4 AVENUE DE CORBERA,,75012,PARIS,France,47.79Z
MAYOTTE ULM,02407554100011,FR47024075541,AEROPORT DE PAMANDZI,,97615,PAMANDZI,France,85.53Z
SOULA FILS,02407556600018,FR25024075566,QUA CAVANI BE,OUANGANI,97670,OUANGANI,France,38.12Z
LEBTRONIC,02407563200018,FR29024075632,ZI KAWENI,,97600,MAMOUDZOU,France,46.69A
ECAH,02407591300020,FR96024075913,RTE NATIONALE 2,IRONI BE,97660,DEMBENI,France,41.20B
E.B.E,02407597000020,FR73024075970,MAJICAVO LAMIR,,97600,KOUNGOU,France,41.20B
EQUANS,02407610100047,FR78024076101,49 RUE LOUIS BLANC,49-51,92400,COURBEVOIE,France,43.22B
SERVICE RAPIDE,02407634100023,FR22024076341,21 RUE MOSQUEE DOUJANI 1,MTSAPERE,97600,MAMOUDZOU,France,43.22B
TOLES DE MAYOTTE,02407645700027,FR79024076457,VALLEE III,LONGONI,97600,KOUNGOU,France,24.33Z
SAF COIFFURE,02407648100019,FR54024076481,19 BOULEVARD SALAMA,MAJICAVO LAMIR,97600,KOUNGOU,France,96.02A
BOUTIQUE MAANCHOUK,02407699400011,FR41024076994,PASSAMAINTY,PASSAMAINTI,97600,MAMOUDZOU,France,47.11B
ISMAILA FILS,02407740600023,FR16024077406,9 RUE DECASE 4EME TRANCHE,,97615,PAMANDZI,France,33.20A
SUPER-MAEVA,02407755400012,FR72024077554,RTE NATIONALE -MRAMADOUDOU,,97620,CHIRONGUI,France,47.11B
DODJI BOIS,02407760400015,FR28024077604,36 RUE MAOULI,QUARTIER HAMOINAMANGUA,97620,BOUENI,France,16.23Z
ISIJIVA,02407776000015,FR11024077760,13 RUE MANDZARISOA CAVANI,,97600,MAMOUDZOU,France,56.10A
TECHNIC AUTO,02407821400020,FR15024078214,1891 ROUTE NATIONALE 2,TSOUNDZOU 2,97600,MAMOUDZOU,France,95.29Z
MAX EXPRESS,02407822200015,FR39024078222,30 RUE TERRAIN DE FOOT,KOUNGOU,97600,KOUNGOU,France,43.99C
MAYOTTE PNEUS,02407830500018,FR94024078305,MAJICAVO LAMIR,,97600,KOUNGOU,France,45.32Z
YASSINI DEVELOPPEMENT,02407831300020,FR21024078313,5 RUE ESC M'KIRI WA MAGARANDO,VAHIBE,97600,MAMOUDZOU,France,47.78C
A.T.S,02407839600041,FR76024078396,85 RUE YOUNOUSSA BAMANA,COMOJOU,97640,SADA,France,49.32Z
MCTP LA MAHORAISE DE TRAVAUX PUBLICS ASSAINISSEMENT & EAU POTABLE,02407860200026,FR15024078602,COMBANI,,97680,TSINGONI,France,43.12A
EMPC2A(ENTREPRISE MAHORAIS DE PRODUCTION DE CONSTRUCTION D'AMENAGEMENT ET D'ASSAINISSEMENT),02407882600013,FR08024078826,212 DZOUMOGNE,,97650,BANDRABOUA,France,41.20B
RESTO'VITE,02407910500029,FR69024079105,43 RUE DU CINEMA,,97600,MAMOUDZOU,France,56.21Z
I.E.S.B.G.M,02407914700039,FR01024079147,5 RUE BENAZI,MAJICAVO LAMIR,97600,KOUNGOU,France,49.32Z
MACONNERIE 2003,02407957600021,FR27024079576,4 RUE MECHANT,KOUNGOU,97600,KOUNGOU,France,43.99C
HYPERDISCOUNT,02407969100010,FR81024079691,BP 70,ZI KAWENI,97600,MAMOUDZOU,France,47.11D
SUPER MARCHE BAOBAB,02407969100069,FR81024079691,RUE DU STADE DE CAVANI,ROND POINT BAOBAB,97600,MAMOUDZOU,France,47.11D
DOUKA BARAKA,02408055800018,FR63024080558,4 RUELLE SOUMAILA KANDZOU,BARAKANI,97670,OUANGANI,France,46.41Z
DAMANE,02408076400012,FR02024080764,KAWLE DEVANT LA RIVIERE,TSOUNDZOU 1,97600,MAMOUDZOU,France,49.32Z
MENUISERIE A LA FRANCAISE,02408080600011,FR31024080806,561 AVENUE DU COLLEGE,CHICONI,97670,CHICONI,France,43.32A
MOURIDI SHOP,02408083000011,FR06024080830,27 RUE SALAMANI,VAHIBE,97600,MAMOUDZOU,France,49.32Z
MAGASIN MZE,02408139000023,FR37024081390,CHEMIN MZE,QUA KAVANI SOHOA,97670,CHICONI,France,47.11B
CONSTRUCTION 2003,02408147300019,FR92024081473,1 ESCALIER KWALE DZIDZANO,VAHIBE,97600,MAMOUDZOU,France,43.99C
TRANSIT SOUFOU FILS,02408171300034,FR36024081713,31 RUE MONTHYON,APT 12 ENSEMBLE CLOS D'AIME,97400,SAINT-DENIS,France,52.29B
HAGAWA,02408196000056,FR01024081960,13 RUE DE PARADIS,,97630,MTSAMBORO,France,01.50Z
TSARA,02408209100018,FR06024082091,PL DU MARCHE BOX R 03,,97600,MAMOUDZOU,France,47.89Z
KAMA. ELEC.976,02408218200023,FR85024082182,97 RUE MOUSSA OILLI,TSARARANO,97660,DEMBENI,France,43.21A
EQUIP'AUTO,02408219000018,FR12024082190,ZI KAWENI,,97600,MAMOUDZOU,France,45.32Z
ENTREPRISE MICHEL AHMED,02408232300015,FR23024082323,RTE NATIONALE,QUARTIER MJIMBANI MZOUAZIA,97620,BOUENI,France,43.34Z
MAORE MOTOS,02408236400027,FR49024082364,260 RUE CHEICK AHMED-SOILIHI,DOUJANI MTSAPERE,97600,MAMOUDZOU,France,45.40Z
"APPRENDRE, CONSTRUIRE ENSEMBLE",02408240600034,FR78024082406,ESPACE CORALIUM BAT A,RN1 KAWENI,97600,MAMOUDZOU,France,85.59B
PIZZERIA LE DJEMBE,02408254700027,FR16024082547,RTE NATIONALE APRES LE PONT,,97660,BANDRELE,France,10.71C
AMENAGEMENTS SUPPER LUX (A.S.L),02408267900010,FR24024082679,15 CHE ANGELINE,MAJICAVO KOROPA BANDRAJOU,97600,KOUNGOU,France,43.99C
AMENAGEMENTS SUPPER LUX (A.S.L),02408267900028,FR24024082679,3 RUE DU COMMERCE,MAJICAVO KOROPA,97600,KOUNGOU,France,43.21A
MAGASIN SUPPER LUX,02408267900044,FR24024082679,19 KANGANI,KANGANI,97600,KOUNGOU,France,49.32Z
E.T.S. MAYOTTE,02408313100011,FR22024083131,RUE DE LA CASERNE,C/O AOIM,97600,MAMOUDZOU,France,71.12B
L'AUBERGE DU ROND POINT,02408332100026,FR10024083321,3 RUE DU COMMERCE,,97600,MAMOUDZOU,France,56.10A
MARIZIKI MEMA,02408373500019,FR88024083735,QUA MBOUYOUJOU,,97680,TSINGONI,France,47.11B
S.E.V FILS,02408380000011,FR89024083800,25 RUE DU COMMERCE,MAJICAVO KOROPA,97600,KOUNGOU,France,47.71Z
NEMAT MARKET,02408395800025,FR78024083958,1 CHEMIN DU SOLEIL,MAJICAVO KOROPA,97600,KOUNGOU,France,47.11B
SANDANI RAMLATI,02408407100034,FR29024084071,SOULOU ET BANDRADZIA,,97650,M'TSANGAMOUJI,France,01.22Z
EUROPCAR,02408440200015,FR52024084402,ZI KAWENI,C/O SOMIVA,97600,MAMOUDZOU,France,77.11A
T.P.M ALILOIFFA,02408452700043,FR39024084527,RUE D'AMBOISE,ZAC HAMAHA - RES NYORA APPT 21 BAT B,97600,MAMOUDZOU,France,49.32Z
BOULANGERIE DE COMBANI,02408459200021,FR40024084592,25 RUE RETENUE COLINAIRE,COMBANI,97680,TSINGONI,France,10.71C
SAINDOU SHOP,02408460000022,FR64024084600,22 RUE ABDOU MOUSSA,,97620,BOUENI,France,47.11B
AIRE DE REPOS,02408467500016,FR95024084675,966 RTE NATIONALE,M'TSAHARA,97630,MTSAMBORO,France,47.11B
ENTREPRISE OUASSI,02408494900023,FR44024084949,QUA NAIROBI,MTSANGAMBOUA,97650,BANDRABOUA,France,47.52A
PELETEAU,02408507800012,FR43024085078,14 RUE ABDOUL ANZIZ,M'TSAHARA,97630,MTSAMBORO,France,47.11B
BUS' ENTREPRISE,02408512800015,FR96024085128,RUE MOSQUEE DE VENDREDI,DEMBENI,97660,DEMBENI,France,47.11B
MIDAS,02408516900019,FR25024085169,ZI KAWENI,,97600,MAMOUDZOU,France,45.20A
LES FILS SORNOM,02408551600029,FR96024085516,49 RUE DE LA CITE DOUJANI 2,MTSAPERE,97600,MAMOUDZOU,France,43.34Z
BOULANGERIE MASSULAHA,02408566400050,FR55024085664,43 RUE MAEVANTANA,,97600,MAMOUDZOU,France,10.71C
SALAMA DJEMA,02408583900025,FR95024085839,3 RUE ABDOU MOUSSA,QUARTIER HAMOINAMANGA,97620,BOUENI,France,47.11B
ABI SHOP,02408586200035,FR67024085862,149 RUE LORY LES BAS,STE CLOTILDE,97490,SAINT-DENIS,France,47.71Z
ENTREPRISE DE MACONNERIE ET TRAVAUX PUBLICS (EMTP),02408591200038,FR23024085912,2 RUE TAVANDAY,,97600,MAMOUDZOU,France,43.99C
MR.BRICOLAGE,02408595300016,FR49024085953,RTE SPPM,ZI DOM.DE CANANGA,97600,MAMOUDZOU,France,47.52B
